,Profit
2635,3.99
15771,-17.46
16912,-2.056
34090,-26.46
20915,35.6526
12081,116.28
45369,-3.312
30533,12.24
39722,-108.83
10803,287.092
40665,14.67
12946,-387.258
13400,45.24
41382,-46.944
20416,37.38
36407,9.2568
44288,3.5148
21382,8.73
26670,18.0
36151,2.838
9743,360.3
41137,12.04
5175,-4.9248
3315,31.92
35728,-178.36
8413,37.7895
10949,194.16
49219,-16.329
13352,4.893
2231,69.3
4466,419.52
16993,-11.02
32957,-3.582
34438,18.48
27449,66.5408
18809,88.5
13477,29.706
16275,-45.78
1884,0.56
457,5.1504
39997,33.3102
10741,165.795
588,833.76
45069,-11.46
38661,-0.792
30113,13.683
28058,-16.9568
6098,310.95
21362,83.94
1344,375.777
16027,39.54
46973,2.66
11904,13.62
43412,-25.65
34070,1.92
6301,240.993
34908,1.5
30952,28.32
10859,221.76
14682,1.62
3289,2.98
19682,-5.656
4401,-12.5349
37316,-197.575
28908,-39.57
26405,11.4204
17530,137.76
47871,6.06
46297,-3.468
19120,-36.048
2826,-916.044
38656,26.388
8374,4.26
12950,18.08
40301,8.91
30246,131.586
21763,58.86
15961,-49.632
45824,-35.142
14488,-284.256
2993,13.44
22702,-219.804
45446,-21.525
2088,357.191
48456,-9.0944
44524,-30.3645
15165,34.98
43352,3.392
24135,53.07
40934,4.1988
31214,53.07
48929,0.5904
23012,-304.665
9113,145.35
43793,5.7
41780,-0.036
32770,6.3
35090,2.44
11668,27.0
49308,-4.7625
44416,1.05
10499,79.92
3547,40.96
47238,-14.7
17537,-9.528
20817,11.34
28888,2.244
21385,1.76
15132,-93.516
37883,6.45
15507,-12.12
11348,0.4752
13019,-7.70704
11541,65.92
19690,156.69
44322,12.456
19824,2.76
38752,12.72
43903,9.87
23628,-10.668
35834,18.9
18694,55.269
21893,10.881
42756,-33.6
47778,16.6698
16671,-260.82
13653,54.057
4010,-18.396
32223,-24.324
7496,67.35
38343,17.01
18353,28.3
14657,-203.778
1992,119.34
42295,1.02
9097,-2.1322
41055,-67.5
36653,-142.128
19421,-141.435
10276,3.76
26156,5.798
5579,8.274
27978,-11.505
8891,-158.102
35551,2.46
8249,10.8
32883,-48.66
44119,-28.128
21926,26.916
1423,568.32
436,157.32
13263,81.27
31494,41.16
22051,42.588
26633,11.94
43478,15.6078
19753,-47.1798
32389,14.13
7238,9.6
26187,30.48
10873,-100.223
14668,111.731
18410,2.44
42881,13.5
17834,12.48
41503,131.94
5642,206.301
2743,57.26
7247,17.52
26011,22.7136
35023,21.6
44338,-7.192
32111,1.56
32601,9.9652
36186,2.52
47516,0.99
1565,-4.832
12052,-9.8463
32829,49.2
38557,27.72
47435,4.62
40688,-15.942
3772,511.368
5853,423.92
34343,5.43
27084,67.188
33310,-4.434
38116,22.68
11547,29.4
45616,-20.04
7725,-1.125
28855,22.74
31162,-66.204
25435,-11.76
38270,3.24
24261,20.184
47977,2.64
19013,27.75
45203,2.88
34504,43.32
39902,6.3684
12597,24.57
32429,-7.68
43520,6.3
19766,25.551
22853,40.28
5129,174.36
48663,4.24
45764,-13.608
37798,-2.61
42962,-2.916
3242,6.102
37006,53.4
29286,2.259
49539,-5.6406
43607,7.76
5144,-0.0072
30910,79.758
20839,-124.02
979,3.36
15509,4.3902
44133,-2.16
38742,-19.928
49129,-3.93
47748,-17.994
6282,158.1
15617,-133.412
26198,-3.4128
47493,-6.3
41018,9.66
5672,-3.7224
33026,7.14
28824,60.1398
30912,-7.70704
7586,7.38
37413,10.04
24206,8.28
21871,92.88
46375,13.2986
43318,-23.712
38340,2.97
19855,-5.34
32862,1.98
45690,11.2752
48771,0.2
45989,-4.248
11300,117.984
31267,-151.788
3074,332.178
1078,49.2
31365,32.34
13040,22.36
31569,-11.835
5665,67.128
2989,435.51
33286,48.056
45255,11.94
35792,18.12
2814,1594.89
7516,91.14
25827,51.8238
23529,36.54
961,60.48
10388,-9.828
1791,11.85
41613,-16.216
4393,61.92
22527,14.22
37272,-6.089
34596,10.6232
25453,93.6988
5749,53.2608
47927,-22.149
21421,-17.46
21701,-10.626
34071,5.07
33470,-149.088
31611,-6.84
26191,-90.0
4262,341.73
46441,25.4384
1800,-24.968
18278,123.435
17128,122.765
45359,4.533
20882,31.5
46759,-23.454
25847,-44.1792
12212,2.976
9233,-7.392
20251,18.6
33597,19.5
11730,23.316
37395,5.28
24913,13.5
49159,1.3416
48156,5.58
38585,42.84
6942,54.27
41629,3.3
34098,-120.963
33752,9.162
47412,9.72
5325,-5.7588
29205,20.58
43226,-108.561
36706,8.6
26491,9.3312
39625,12.6
11886,-2.2878
39347,17.78
29403,29.32
5857,23.94
38817,-26.244
45795,-56.04
28764,61.884
37200,13.08
46234,4.1328
46355,1.26
33977,36.12
16423,3.84
17896,104.722
39142,4.4312
11912,0.0
30545,3.5858
13972,77.672
45837,12.1401
42843,8.34
22771,175.28
47715,3.45
49327,-13.8
29838,3.06
7195,101.28
3579,13.26
34183,48.78
10676,42.57
45599,8.8464
15946,3.9
4204,45.36
6957,86.76
9163,56.4
28697,109.04
24712,1.4
14505,0.0
26507,11.592
32820,15.1158
1,-290.875
42458,-46.784
30487,50.352
7648,-42.504
4217,-27.3312
10869,101.28
1185,447.75
45784,6.28
45489,1.4256
11821,110.96
5386,-456.174
48479,3.3675
21748,24.03
44083,10.3904
42765,-4.404
17395,40.7
42515,-4.8
3979,4.5
7090,128.16
25239,7.92
34029,16.68
28023,-23.1
32645,29.1528
48552,6.321
18821,-28.47
33920,4.86
17775,-10.344
13914,24.33
26178,17.64
44321,14.916
42343,6.81
35345,16.47
7104,15.75
41823,5.7672
45939,9.2322
4056,190.575
32437,28.008
13671,15.0384
7191,238.236
35958,-39.195
938,449.991
37400,2.04
19386,17.16
31230,-86.613
1072,70.8
43058,-51.3
35513,1.0008
42972,0.44
20129,301.968
44355,-93.168
39412,17.28
48359,2.1
26054,21.42
30504,3.984
44951,1.23
31535,0.0
34130,41.154
44209,-2.964
11062,162.839
90,42.8805
32840,8.8398
33788,5.01
32748,17.6
16418,-57.504
13658,136.618
35742,32.13
498,3.72
30803,32.25
11838,4.5684
14229,-3.2706
40807,-11.624
15557,17.64
24249,5.2896
19287,89.982
18307,35.4
30093,20.436
5145,320.45
35887,16.632
27568,3.22
7487,5.04
34300,1.335
15501,36.48
16563,18.8532
27368,3.96
12668,6.72
27486,104.64
6493,50.463
39565,20.97
48364,-2.436
24055,0.74
30292,47.04
40920,16.66
29771,13.77
4645,42.93
40367,-17.568
25295,8.992
30822,-207.497
18275,2.97
5757,482.685
41152,4.8
18606,18.18
19621,39.54
6140,10.08
6912,64.56
23109,-72.616
43203,-0.048
30309,9.78
18695,-7.47
33956,11.2839
30281,34.38
7361,459.396
27870,-22.72
1457,1246.8
5201,405.423
36968,18.9126
10444,-62.16
28600,36.4044
24863,92.04
31998,63.36
28628,25.83
1796,36.96
12635,215.989
33426,2.7166
3018,10.6011
